# Time step   
# Time        	deltaT
60.5106       	7.196326e-03
60.5178       	7.196326e-03
60.5249       	7.090498e-03
60.532        	7.090498e-03
60.5391       	7.090498e-03
60.5462       	7.090498e-03
60.5533       	7.090498e-03
60.5604       	7.090498e-03
60.5675       	7.090498e-03
60.5746       	7.090498e-03
60.5817       	7.090498e-03
60.5888       	7.090498e-03
60.5958       	7.090498e-03
60.6029       	7.090498e-03
60.61         	7.090498e-03
60.6171       	7.090498e-03
60.6242       	7.090498e-03
60.6313       	7.090498e-03
60.6384       	7.090498e-03
60.6455       	7.090498e-03
60.6526       	7.090498e-03
60.6597       	7.090498e-03
60.6667       	7.090498e-03
60.6738       	7.090498e-03
60.6809       	7.090498e-03
60.688        	7.090498e-03
60.6951       	7.090498e-03
60.7022       	7.090498e-03
60.7093       	7.090498e-03
60.7164       	7.090498e-03
60.7235       	7.090498e-03
60.7306       	7.090498e-03
60.7377       	7.090498e-03
60.7447       	7.090498e-03
60.7518       	7.090498e-03
60.7589       	7.090498e-03
60.766        	7.090498e-03
60.7731       	7.090498e-03
60.7802       	7.090498e-03
60.7873       	7.090498e-03
60.7944       	7.090498e-03
60.8015       	7.090498e-03
60.8086       	7.090498e-03
60.8156       	7.090498e-03
60.8227       	7.090498e-03
60.8298       	7.090498e-03
60.8369       	7.090498e-03
60.844        	7.090498e-03
60.8511       	7.090498e-03
60.8582       	7.090498e-03
60.8653       	7.090498e-03
60.8724       	7.090498e-03
60.8795       	7.090498e-03
60.8866       	7.090498e-03
60.8936       	7.090498e-03
60.9007       	7.090498e-03
60.9078       	7.090498e-03
60.9149       	7.090498e-03
60.922        	7.090498e-03
60.9291       	7.090498e-03
60.9362       	7.090498e-03
60.9433       	7.090498e-03
60.9504       	7.090498e-03
60.9575       	7.090498e-03
60.9645       	7.090498e-03
60.9716       	7.090498e-03
60.9787       	7.090498e-03
60.9858       	7.090498e-03
60.9929       	7.090498e-03
61            	7.090498e-03
61.0072       	7.194245e-03
61.0144       	7.194245e-03
61.0216       	7.194245e-03
61.0288       	7.194245e-03
61.036        	7.194245e-03
61.0432       	7.194245e-03
61.0504       	7.194245e-03
61.0576       	7.194245e-03
61.0648       	7.249585e-03
61.0721       	7.249585e-03
61.0793       	7.249585e-03
61.0866       	7.249585e-03
61.0938       	7.249585e-03
61.1011       	7.249585e-03
61.1083       	7.249585e-03
61.1156       	7.249585e-03
61.1228       	7.249585e-03
61.13         	7.249585e-03
61.1373       	7.249585e-03
61.1445       	7.249585e-03
61.1518       	7.249585e-03
61.159        	7.249585e-03
61.1663       	7.249585e-03
61.1735       	7.249585e-03
61.1808       	7.249585e-03
61.188        	7.249585e-03
61.1953       	7.249585e-03
61.2026       	7.315490e-03
61.2099       	7.315490e-03
61.2172       	7.315490e-03
61.2246       	7.315490e-03
61.2319       	7.315490e-03
61.2392       	7.315490e-03
61.2465       	7.315490e-03
61.2538       	7.315490e-03
61.2612       	7.387921e-03
61.2686       	7.387921e-03
61.276        	7.387921e-03
61.2834       	7.387921e-03
61.2908       	7.387921e-03
61.2981       	7.387921e-03
61.3055       	7.387921e-03
61.3129       	7.387921e-03
61.3203       	7.387921e-03
61.3277       	7.387921e-03
61.3351       	7.387921e-03
61.3425       	7.387921e-03
61.3499       	7.471875e-03
61.3574       	7.471875e-03
61.3649       	7.471875e-03
61.3724       	7.471875e-03
61.3798       	7.471875e-03
61.3873       	7.471875e-03
61.3948       	7.471875e-03
61.4023       	7.471875e-03
61.4097       	7.471875e-03
61.4172       	7.471875e-03
61.4247       	7.471875e-03
61.4321       	7.471875e-03
61.4396       	7.471875e-03
61.4471       	7.471875e-03
61.4546       	7.471875e-03
61.462        	7.471875e-03
61.4695       	7.471875e-03
61.477        	7.471875e-03
61.4844       	7.471875e-03
61.4919       	7.471875e-03
61.4994       	7.471875e-03
61.5069       	7.471875e-03
61.5143       	7.471875e-03
61.5218       	7.471875e-03
61.5293       	7.471875e-03
61.5367       	7.471875e-03
61.5442       	7.471875e-03
61.5517       	7.471875e-03
61.5592       	7.471875e-03
61.5666       	7.471875e-03
61.5741       	7.471875e-03
61.5816       	7.471875e-03
61.589        	7.471875e-03
61.5965       	7.471875e-03
61.604        	7.471875e-03
61.6115       	7.471875e-03
61.6189       	7.471875e-03
61.6264       	7.471875e-03
61.6339       	7.471875e-03
61.6414       	7.471875e-03
61.6488       	7.471875e-03
61.6563       	7.471875e-03
61.6638       	7.471875e-03
61.6712       	7.471875e-03
61.6787       	7.471875e-03
61.6862       	7.471875e-03
61.6937       	7.471875e-03
61.7011       	7.471875e-03
61.7086       	7.471875e-03
61.7161       	7.471875e-03
61.7235       	7.471875e-03
61.731        	7.471875e-03
61.7385       	7.471875e-03
61.746        	7.471875e-03
61.7534       	7.471875e-03
61.7609       	7.471875e-03
61.7684       	7.471875e-03
61.7758       	7.471875e-03
61.7833       	7.471875e-03
61.7908       	7.471875e-03
61.7983       	7.471875e-03
61.8057       	7.471875e-03
61.8132       	7.471875e-03
61.8207       	7.471875e-03
61.8281       	7.471875e-03
61.8356       	7.471875e-03
61.8431       	7.471875e-03
61.8506       	7.471875e-03
61.858        	7.471875e-03
61.8655       	7.471875e-03
61.873        	7.471875e-03
61.8805       	7.471875e-03
61.8879       	7.471875e-03
61.8954       	7.471875e-03
61.9029       	7.471875e-03
61.9103       	7.471875e-03
61.9178       	7.471875e-03
61.9253       	7.471875e-03
61.9328       	7.471875e-03
61.9402       	7.471875e-03
61.9477       	7.471875e-03
61.9552       	7.471875e-03
61.9626       	7.471875e-03
61.9701       	7.471875e-03
61.9776       	7.471875e-03
61.9851       	7.471875e-03
61.9925       	7.471875e-03
62            	7.471875e-03
62.0074       	7.407407e-03
62.0148       	7.407407e-03
62.0222       	7.407407e-03
62.0296       	7.407407e-03
62.037        	7.351291e-03
62.0443       	7.351291e-03
62.0517       	7.351291e-03
62.059        	7.294742e-03
62.0663       	7.294742e-03
62.0736       	7.294742e-03
62.0808       	7.237752e-03
62.088        	7.237752e-03
62.0953       	7.237752e-03
62.1025       	7.237752e-03
62.1098       	7.237752e-03
62.1169       	7.179383e-03
62.1241       	7.179383e-03
62.1313       	7.179383e-03
62.1385       	7.179383e-03
62.1457       	7.179383e-03
62.1528       	7.179383e-03
62.16         	7.179383e-03
62.1672       	7.179383e-03
62.1744       	7.179383e-03
62.1816       	7.179383e-03
62.1887       	7.179383e-03
62.1959       	7.179383e-03
62.2031       	7.179383e-03
62.2102       	7.115282e-03
62.2173       	7.115282e-03
62.2244       	7.115282e-03
62.2315       	7.115282e-03
62.2387       	7.115282e-03
62.2458       	7.115282e-03
62.2529       	7.115282e-03
62.26         	7.115282e-03
62.2671       	7.115282e-03
62.2742       	7.115282e-03
62.2814       	7.115282e-03
62.2885       	7.115282e-03
62.2956       	7.115282e-03
62.3027       	7.115282e-03
62.3098       	7.115282e-03
62.3169       	7.115282e-03
62.324        	7.115282e-03
62.3312       	7.115282e-03
62.3383       	7.115282e-03
62.3454       	7.115282e-03
62.3525       	7.115282e-03
62.3596       	7.115282e-03
62.3667       	7.115282e-03
62.3739       	7.115282e-03
62.381        	7.115282e-03
62.3881       	7.115282e-03
62.3952       	7.115282e-03
62.4023       	7.115282e-03
62.4094       	7.115282e-03
62.4165       	7.115282e-03
62.4237       	7.115282e-03
62.4308       	7.115282e-03
62.4378       	7.027439e-03
62.4448       	7.027439e-03
62.4519       	7.027439e-03
62.4589       	7.027439e-03
62.4659       	7.027439e-03
62.4729       	7.027439e-03
62.48         	7.027439e-03
62.487        	7.027439e-03
62.494        	7.027439e-03
62.5011       	7.027439e-03
62.5081       	7.027439e-03
62.5151       	7.027439e-03
62.5221       	7.027439e-03
62.5292       	7.027439e-03
62.5362       	7.027439e-03
62.5432       	7.027439e-03
62.5502       	7.027439e-03
62.5573       	7.027439e-03
62.5643       	7.027439e-03
62.5713       	7.027439e-03
62.5784       	7.027439e-03
62.5854       	7.027439e-03
62.5924       	7.027439e-03
62.5994       	7.027439e-03
62.6065       	7.027439e-03
62.6135       	7.027439e-03
62.6205       	7.027439e-03
62.6275       	7.027439e-03
62.6346       	7.027439e-03
62.6416       	7.027439e-03
62.6486       	7.027439e-03
62.6557       	7.027439e-03
62.6627       	7.027439e-03
62.6697       	7.027439e-03
62.6766       	6.881034e-03
62.6835       	6.881034e-03
62.6904       	6.881034e-03
62.6972       	6.881034e-03
62.7041       	6.881034e-03
62.711        	6.881034e-03
62.7179       	6.881034e-03
62.7248       	6.881034e-03
62.7316       	6.881034e-03
62.7385       	6.881034e-03
62.7454       	6.881034e-03
62.7523       	6.881034e-03
62.7592       	6.881034e-03
62.766        	6.881034e-03
62.7729       	6.881034e-03
62.7798       	6.881034e-03
62.7867       	6.881034e-03
62.7936       	6.881034e-03
62.8005       	6.881034e-03
62.8073       	6.881034e-03
62.8142       	6.881034e-03
62.8211       	6.881034e-03
62.828        	6.881034e-03
62.8349       	6.881034e-03
62.8417       	6.881034e-03
62.8486       	6.881034e-03
62.8555       	6.881034e-03
62.8621       	6.568259e-03
62.8686       	6.568259e-03
62.8752       	6.568259e-03
62.8818       	6.568259e-03
62.8883       	6.568259e-03
62.8949       	6.568259e-03
62.9015       	6.568259e-03
62.908        	6.568259e-03
62.9146       	6.568259e-03
62.9212       	6.568259e-03
62.9277       	6.568259e-03
62.9343       	6.568259e-03
62.9409       	6.568259e-03
62.9475       	6.568259e-03
62.954        	6.568259e-03
62.9606       	6.568259e-03
62.9672       	6.568259e-03
62.9737       	6.568259e-03
62.9803       	6.568259e-03
62.9869       	6.568259e-03
62.9934       	6.568259e-03
63            	6.568259e-03
63.007        	7.042254e-03
63.0141       	7.042254e-03
63.0212       	7.092917e-03
63.0283       	7.092917e-03
63.0354       	7.092917e-03
63.0425       	7.092917e-03
63.0495       	7.092917e-03
63.0566       	7.092917e-03
63.0637       	7.092917e-03
63.0708       	7.092917e-03
63.0779       	7.092917e-03
63.085        	7.092917e-03
63.0921       	7.092917e-03
63.0992       	7.092917e-03
63.1062       	7.037504e-03
63.1133       	7.037504e-03
63.1203       	7.037504e-03
63.1273       	7.037504e-03
63.1344       	7.037504e-03
63.1414       	7.037504e-03
63.1485       	7.037504e-03
63.1555       	7.037504e-03
63.1625       	7.037504e-03
63.1696       	7.037504e-03
63.1766       	7.037504e-03
63.1836       	7.037504e-03
63.1907       	7.037504e-03
63.1977       	7.037504e-03
63.2047       	6.976308e-03
63.2117       	6.976308e-03
63.2187       	6.976308e-03
63.2256       	6.976308e-03
63.2326       	6.976308e-03
63.2396       	6.976308e-03
63.2466       	6.976308e-03
63.2535       	6.976308e-03
63.2605       	6.976308e-03
63.2676       	7.042749e-03
63.2746       	7.042749e-03
63.2816       	7.042749e-03
63.2887       	7.042749e-03
63.2957       	7.042749e-03
63.3028       	7.042749e-03
63.3097       	6.972322e-03
63.3167       	6.972322e-03
63.3237       	6.972322e-03
63.3307       	6.972322e-03
63.3376       	6.972322e-03
63.3446       	6.972322e-03
63.3516       	6.972322e-03
63.3585       	6.972322e-03
63.3655       	6.972322e-03
63.3725       	6.972322e-03
63.3795       	6.972322e-03
63.3865       	7.051553e-03
63.3936       	7.051553e-03
63.4006       	7.051553e-03
63.4077       	7.051553e-03
63.4147       	7.051553e-03
63.4218       	7.051553e-03
63.4288       	7.051553e-03
63.4359       	7.051553e-03
63.4429       	7.051553e-03
63.45         	7.051553e-03
63.457        	7.051553e-03
63.4641       	7.051553e-03
63.4711       	7.051553e-03
63.4782       	7.051553e-03
63.4852       	7.051553e-03
63.4923       	7.051553e-03
63.4993       	7.051553e-03
63.5064       	7.051553e-03
63.5134       	7.051553e-03
63.5205       	7.051553e-03
63.5277       	7.156800e-03
63.5348       	7.156800e-03
63.542        	7.156800e-03
63.5491       	7.156800e-03
63.5563       	7.156800e-03
63.5634       	7.156800e-03
63.5706       	7.156800e-03
63.5777       	7.156800e-03
63.5849       	7.156800e-03
63.5921       	7.156800e-03
63.5992       	7.156800e-03
63.6064       	7.156800e-03
63.6135       	7.156800e-03
63.6207       	7.156800e-03
63.6278       	7.156800e-03
63.635        	7.156800e-03
63.642        	7.019169e-03
63.649        	7.019169e-03
63.6561       	7.019169e-03
63.6631       	7.019169e-03
63.6701       	7.019169e-03
63.6771       	7.019169e-03
63.6841       	7.019169e-03
63.6912       	7.019169e-03
63.6982       	7.019169e-03
63.7052       	7.019169e-03
63.7122       	7.019169e-03
63.7192       	7.019169e-03
63.7263       	7.019169e-03
63.7333       	7.019169e-03
63.7403       	7.019169e-03
63.7473       	7.019169e-03
63.7543       	7.019169e-03
63.7613       	7.019169e-03
63.7684       	7.019169e-03
63.7754       	7.019169e-03
63.7824       	7.019169e-03
63.7894       	7.019169e-03
63.7964       	7.019169e-03
63.8035       	7.019169e-03
63.8105       	7.019169e-03
63.8175       	7.019169e-03
63.8245       	7.019169e-03
63.8315       	7.019169e-03
63.8386       	7.019169e-03
63.8456       	7.019169e-03
63.8526       	7.019169e-03
63.8596       	7.019169e-03
63.8666       	7.019169e-03
63.8737       	7.019169e-03
63.8807       	7.019169e-03
63.8877       	7.019169e-03
63.8947       	7.019169e-03
63.9017       	7.019169e-03
63.9088       	7.019169e-03
63.9158       	7.019169e-03
63.9228       	7.019169e-03
63.9298       	7.019169e-03
63.9368       	7.019169e-03
63.9438       	7.019169e-03
63.9509       	7.019169e-03
63.9579       	7.019169e-03
63.9649       	7.019169e-03
63.9719       	7.019169e-03
63.9789       	7.019169e-03
63.986        	7.019169e-03
63.993        	7.019169e-03
64            	7.019169e-03
64.007        	7.042254e-03
64.0141       	7.042254e-03
64.0211       	7.042254e-03
64.0282       	7.042254e-03
64.0352       	7.042254e-03
64.0423       	7.042254e-03
64.0493       	7.042254e-03
64.0563       	7.042254e-03
64.0634       	7.042254e-03
64.0704       	7.042254e-03
64.0775       	7.042254e-03
64.0845       	7.042254e-03
64.0915       	7.042254e-03
64.0986       	7.097271e-03
64.1057       	7.097271e-03
64.1128       	7.097271e-03
64.1199       	7.097271e-03
64.127        	7.097271e-03
64.1341       	7.097271e-03
64.1412       	7.097271e-03
64.1484       	7.156415e-03
64.1555       	7.156415e-03
64.1627       	7.156415e-03
64.1699       	7.156415e-03
64.177        	7.156415e-03
64.1842       	7.156415e-03
64.1913       	7.156415e-03
64.1985       	7.220312e-03
64.2058       	7.220312e-03
64.213        	7.220312e-03
64.2202       	7.220312e-03
64.2274       	7.220312e-03
64.2346       	7.220312e-03
64.2419       	7.220312e-03
64.2491       	7.220312e-03
64.2563       	7.220312e-03
64.2635       	7.220312e-03
64.2707       	7.220312e-03
64.278        	7.292515e-03
64.2853       	7.292515e-03
64.2926       	7.292515e-03
64.2999       	7.292515e-03
64.3072       	7.292515e-03
64.3145       	7.292515e-03
64.3218       	7.292515e-03
64.3291       	7.292515e-03
64.3364       	7.292515e-03
64.3437       	7.292515e-03
64.351        	7.292515e-03
64.3583       	7.292515e-03
64.3656       	7.292515e-03
64.3728       	7.292515e-03
64.3801       	7.292515e-03
64.3874       	7.292515e-03
64.3947       	7.292515e-03
64.402        	7.292515e-03
64.4093       	7.292515e-03
64.4166       	7.292515e-03
64.424        	7.384825e-03
64.4314       	7.384825e-03
64.4388       	7.384825e-03
64.4461       	7.384825e-03
64.4535       	7.384825e-03
64.4609       	7.384825e-03
64.4683       	7.384825e-03
64.4757       	7.384825e-03
64.4831       	7.384825e-03
64.4904       	7.384825e-03
64.4978       	7.384825e-03
64.5052       	7.384825e-03
64.5126       	7.384825e-03
64.52         	7.384825e-03
64.5274       	7.384825e-03
64.5348       	7.384825e-03
64.5421       	7.384825e-03
64.5495       	7.384825e-03
64.5569       	7.384825e-03
64.5642       	7.263762e-03
64.5714       	7.263762e-03
64.5787       	7.263762e-03
64.586        	7.263762e-03
64.5932       	7.263762e-03
64.6005       	7.263762e-03
64.6078       	7.263762e-03
64.615        	7.263762e-03
64.6223       	7.263762e-03
64.6295       	7.263762e-03
64.6368       	7.263762e-03
64.6441       	7.263762e-03
64.6513       	7.263762e-03
64.6586       	7.263762e-03
64.6659       	7.263762e-03
64.6731       	7.263762e-03
64.6804       	7.263762e-03
64.6877       	7.263762e-03
64.6949       	7.263762e-03
64.7022       	7.263762e-03
64.7094       	7.263762e-03
64.7165       	7.086597e-03
64.7236       	7.086597e-03
64.7307       	7.086597e-03
64.7378       	7.086597e-03
64.7449       	7.086597e-03
64.752        	7.086597e-03
64.7591       	7.086597e-03
64.7661       	7.086597e-03
64.7732       	7.086597e-03
64.7803       	7.086597e-03
64.7874       	7.086597e-03
64.7945       	7.086597e-03
64.8016       	7.086597e-03
64.8084       	6.842232e-03
64.8153       	6.842232e-03
64.8221       	6.842232e-03
64.8289       	6.842232e-03
64.8358       	6.842232e-03
64.8426       	6.842232e-03
64.8495       	6.842232e-03
64.8563       	6.842232e-03
64.8632       	6.842232e-03
64.87         	6.842232e-03
64.8768       	6.842232e-03
64.8837       	6.842232e-03
64.8905       	6.842232e-03
64.8974       	6.842232e-03
64.9042       	6.842232e-03
64.9111       	6.842232e-03
64.9179       	6.842232e-03
64.9247       	6.842232e-03
64.9316       	6.842232e-03
64.9384       	6.842232e-03
64.9453       	6.842232e-03
64.9521       	6.842232e-03
64.9589       	6.842232e-03
64.9658       	6.842232e-03
64.9726       	6.842232e-03
64.9795       	6.842232e-03
64.9863       	6.842232e-03
64.9932       	6.842232e-03
65            	6.842232e-03
65.0069       	6.944444e-03
65.0139       	6.944444e-03
65.0208       	6.944444e-03
65.0278       	6.944444e-03
65.0347       	6.944444e-03
65.0417       	6.944444e-03
65.0486       	6.944444e-03
65.0556       	6.944444e-03
65.0625       	6.944444e-03
65.0694       	6.944444e-03
65.0764       	6.944444e-03
65.0833       	6.944444e-03
65.0903       	6.944444e-03
65.0972       	6.944444e-03
65.1042       	6.944444e-03
65.1111       	6.944444e-03
65.1181       	6.944444e-03
65.125        	6.944444e-03
65.1319       	6.944444e-03
65.1389       	6.944444e-03
65.1458       	6.944444e-03
65.1528       	6.944444e-03
65.1598       	7.001837e-03
65.1668       	7.001837e-03
65.1738       	7.001837e-03
65.1808       	7.001837e-03
65.1878       	7.001837e-03
65.1948       	7.001837e-03
65.2018       	7.001837e-03
65.2088       	7.001837e-03
65.2158       	7.001837e-03
65.2228       	7.001837e-03
65.2298       	7.001837e-03
65.2369       	7.066074e-03
65.2439       	7.066074e-03
65.251        	7.066074e-03
65.2581       	7.066074e-03
65.2651       	7.066074e-03
65.2722       	7.066074e-03
65.2793       	7.066074e-03
65.2863       	7.066074e-03
65.2934       	7.066074e-03
65.3005       	7.066074e-03
65.3075       	7.066074e-03
65.3146       	7.066074e-03
65.3217       	7.066074e-03
65.3287       	7.066074e-03
65.3358       	7.066074e-03
65.3428       	6.991694e-03
65.3498       	6.991694e-03
65.3568       	6.991694e-03
65.3638       	6.991694e-03
65.3707       	6.991694e-03
65.3777       	6.991694e-03
65.3847       	6.991694e-03
65.3917       	6.991694e-03
65.3987       	6.991694e-03
65.4057       	6.991694e-03
65.4127       	6.991694e-03
65.4197       	6.991694e-03
65.4267       	6.991694e-03
65.4337       	6.991694e-03
65.4407       	6.991694e-03
65.4477       	6.991694e-03
65.4546       	6.991694e-03
65.4616       	6.991694e-03
65.4686       	6.991694e-03
65.4756       	6.991694e-03
65.4826       	6.991694e-03
65.4896       	6.991694e-03
65.4966       	6.991694e-03
65.5036       	6.991694e-03
65.5106       	6.991694e-03
65.5176       	6.991694e-03
65.5246       	6.991694e-03
65.5316       	6.991694e-03
65.5385       	6.991694e-03
65.5456       	7.099258e-03
65.5527       	7.099258e-03
65.5598       	7.099258e-03
65.5669       	7.099258e-03
65.574        	7.099258e-03
65.5811       	7.099258e-03
65.5882       	7.099258e-03
65.5953       	7.099258e-03
65.6026       	7.226031e-03
65.6098       	7.226031e-03
65.617        	7.226031e-03
65.6242       	7.226031e-03
65.6315       	7.226031e-03
65.6387       	7.226031e-03
65.6459       	7.226031e-03
65.6532       	7.226031e-03
65.6604       	7.226031e-03
65.6676       	7.226031e-03
65.6748       	7.226031e-03
65.6821       	7.226031e-03
65.6893       	7.226031e-03
65.6965       	7.226031e-03
65.7037       	7.226031e-03
65.711        	7.226031e-03
65.7182       	7.226031e-03
65.7254       	7.226031e-03
65.7326       	7.226031e-03
65.7399       	7.226031e-03
65.7471       	7.226031e-03
65.7543       	7.226031e-03
65.7615       	7.226031e-03
65.7688       	7.226031e-03
65.776        	7.226031e-03
65.7832       	7.226031e-03
65.7904       	7.226031e-03
65.7977       	7.226031e-03
65.8049       	7.226031e-03
65.8121       	7.226031e-03
65.8193       	7.226031e-03
65.8266       	7.226031e-03
65.8338       	7.226031e-03
65.841        	7.226031e-03
65.8483       	7.226031e-03
65.8555       	7.226031e-03
65.8627       	7.226031e-03
65.8699       	7.226031e-03
65.8772       	7.226031e-03
65.8844       	7.226031e-03
65.8916       	7.226031e-03
65.8988       	7.226031e-03
65.9061       	7.226031e-03
65.9133       	7.226031e-03
65.9205       	7.226031e-03
65.9277       	7.226031e-03
65.935        	7.226031e-03
65.9422       	7.226031e-03
65.9494       	7.226031e-03
65.9566       	7.226031e-03
65.9639       	7.226031e-03
65.9711       	7.226031e-03
65.9783       	7.226031e-03
65.9855       	7.226031e-03
65.9928       	7.226031e-03
66            	7.226031e-03
66.0072       	7.246377e-03
66.0145       	7.246377e-03
66.0217       	7.246377e-03
66.029        	7.246377e-03
66.0362       	7.246377e-03
66.0435       	7.246377e-03
66.0507       	7.246377e-03
66.058        	7.246377e-03
66.0652       	7.246377e-03
66.0725       	7.302989e-03
66.0798       	7.302989e-03
66.0871       	7.302989e-03
66.0944       	7.302989e-03
66.1017       	7.302989e-03
66.1091       	7.362850e-03
66.1165       	7.362850e-03
66.1238       	7.362850e-03
66.1312       	7.362850e-03
66.1385       	7.362850e-03
66.1459       	7.362850e-03
66.1533       	7.362850e-03
66.1606       	7.362850e-03
66.168        	7.362850e-03
66.1754       	7.362850e-03
66.1827       	7.362850e-03
66.1901       	7.362850e-03
66.1974       	7.362850e-03
66.2048       	7.362850e-03
66.2122       	7.362850e-03
66.2195       	7.362850e-03
66.2269       	7.362850e-03
66.2343       	7.362850e-03
66.2416       	7.362850e-03
66.249        	7.362850e-03
66.2563       	7.291366e-03
66.2636       	7.291366e-03
66.2709       	7.291366e-03
66.2782       	7.291366e-03
66.2854       	7.291366e-03
66.2927       	7.291366e-03
66.3          	7.291366e-03
66.3073       	7.291366e-03
66.3146       	7.291366e-03
66.3219       	7.291366e-03
66.3292       	7.291366e-03
66.3365       	7.291366e-03
66.3438       	7.291366e-03
66.3511       	7.291366e-03
66.3584       	7.291366e-03
66.3656       	7.209440e-03
66.3728       	7.209440e-03
66.38         	7.209440e-03
66.3872       	7.209440e-03
66.3944       	7.209440e-03
66.4016       	7.209440e-03
66.4088       	7.209440e-03
66.416        	7.209440e-03
66.4232       	7.209440e-03
66.4305       	7.209440e-03
66.4377       	7.209440e-03
66.4449       	7.209440e-03
66.4521       	7.209440e-03
66.4593       	7.209440e-03
66.4665       	7.209440e-03
66.4737       	7.209440e-03
66.4809       	7.209440e-03
66.4881       	7.209440e-03
66.4953       	7.209440e-03
66.5025       	7.209440e-03
66.5098       	7.209440e-03
66.517        	7.209440e-03
66.5242       	7.209440e-03
66.5314       	7.209440e-03
66.5386       	7.209440e-03
66.5458       	7.209440e-03
66.553        	7.209440e-03
66.5602       	7.209440e-03
66.5674       	7.209440e-03
66.5746       	7.209440e-03
66.5819       	7.209440e-03
66.5891       	7.209440e-03
66.5963       	7.209440e-03
66.6035       	7.209440e-03
66.6107       	7.209440e-03
66.6179       	7.209440e-03
66.6251       	7.209440e-03
66.6323       	7.209440e-03
66.6395       	7.209440e-03
66.6467       	7.209440e-03
66.6539       	7.209440e-03
66.6612       	7.209440e-03
66.6684       	7.209440e-03
66.6756       	7.209440e-03
66.6828       	7.209440e-03
66.69         	7.209440e-03
66.6972       	7.209440e-03
66.7044       	7.209440e-03
66.7116       	7.209440e-03
66.7188       	7.209440e-03
66.726        	7.209440e-03
66.7333       	7.209440e-03
66.7405       	7.209440e-03
66.7477       	7.209440e-03
66.7549       	7.209440e-03
66.7621       	7.209440e-03
66.7693       	7.209440e-03
66.7765       	7.209440e-03
66.7837       	7.209440e-03
66.7909       	7.209440e-03
66.7981       	7.209440e-03
66.8053       	7.209440e-03
66.8126       	7.209440e-03
66.8198       	7.209440e-03
66.827        	7.209440e-03
66.8342       	7.209440e-03
66.8414       	7.209440e-03
66.8486       	7.209440e-03
66.8558       	7.209440e-03
66.863        	7.209440e-03
66.8702       	7.209440e-03
66.8774       	7.209440e-03
66.8846       	7.209440e-03
66.8919       	7.209440e-03
66.8991       	7.209440e-03
66.9063       	7.209440e-03
66.9135       	7.209440e-03
66.9207       	7.209440e-03
66.9279       	7.209440e-03
66.9351       	7.209440e-03
66.9423       	7.209440e-03
66.9495       	7.209440e-03
66.9567       	7.209440e-03
66.964        	7.209440e-03
66.9712       	7.209440e-03
66.9784       	7.209440e-03
66.9856       	7.209440e-03
66.9928       	7.209440e-03
67            	7.209440e-03
67.0074       	7.407407e-03
67.0148       	7.407407e-03
67.0222       	7.407407e-03
67.0296       	7.407407e-03
67.037        	7.407407e-03
67.0445       	7.464829e-03
67.052        	7.464829e-03
67.0594       	7.464829e-03
67.0669       	7.464829e-03
67.0744       	7.464829e-03
67.0818       	7.464829e-03
67.0893       	7.464829e-03
67.0968       	7.464829e-03
67.1042       	7.464829e-03
67.1117       	7.464829e-03
67.1192       	7.464829e-03
67.1267       	7.528631e-03
67.1342       	7.528631e-03
67.1417       	7.528631e-03
67.1493       	7.528631e-03
67.1568       	7.528631e-03
67.1643       	7.528631e-03
67.1719       	7.528631e-03
67.1794       	7.528631e-03
67.1869       	7.528631e-03
67.1944       	7.528631e-03
67.202        	7.528631e-03
67.2096       	7.600332e-03
67.2172       	7.600332e-03
67.2248       	7.600332e-03
67.2323       	7.526543e-03
67.2398       	7.526543e-03
67.2473       	7.526543e-03
67.2549       	7.526543e-03
67.2624       	7.526543e-03
67.2699       	7.526543e-03
67.2775       	7.526543e-03
67.285        	7.526543e-03
67.2925       	7.526543e-03
67.3001       	7.607473e-03
67.3077       	7.607473e-03
67.3153       	7.607473e-03
67.3229       	7.607473e-03
67.3305       	7.607473e-03
67.3381       	7.607473e-03
67.3458       	7.607473e-03
67.3534       	7.607473e-03
67.361        	7.607473e-03
67.3686       	7.607473e-03
67.3762       	7.607473e-03
67.3838       	7.607473e-03
67.3914       	7.607473e-03
67.399        	7.607473e-03
67.4066       	7.607473e-03
67.4142       	7.607473e-03
67.4218       	7.607473e-03
67.4294       	7.607473e-03
67.437        	7.607473e-03
67.4447       	7.607473e-03
67.4523       	7.607473e-03
67.4599       	7.607473e-03
67.4675       	7.607473e-03
67.4751       	7.607473e-03
67.4826       	7.498795e-03
67.4901       	7.498795e-03
67.4976       	7.498795e-03
67.5051       	7.498795e-03
67.5126       	7.498795e-03
67.5201       	7.498795e-03
67.5276       	7.498795e-03
67.5351       	7.498795e-03
67.5426       	7.498795e-03
67.5501       	7.498795e-03
67.5576       	7.498795e-03
67.5651       	7.498795e-03
67.5726       	7.498795e-03
67.5801       	7.498795e-03
67.5876       	7.498795e-03
67.5951       	7.498795e-03
67.6026       	7.498795e-03
67.6101       	7.498795e-03
67.6176       	7.498795e-03
67.6251       	7.498795e-03
67.6326       	7.498795e-03
67.6401       	7.498795e-03
67.6476       	7.498795e-03
67.6551       	7.498795e-03
67.6626       	7.498795e-03
67.6701       	7.498795e-03
67.6776       	7.498795e-03
67.6851       	7.498795e-03
67.6925       	7.498795e-03
67.7          	7.498795e-03
67.7075       	7.498795e-03
67.715        	7.498795e-03
67.7225       	7.498795e-03
67.73         	7.498795e-03
